A0A084IIP9	unreviewed	nitrate reductase (quinone)	taxID:1304275
A0A084Y3Z7	unreviewed	nitrate reductase (quinone)	taxID:2954382
A0A085APE1	unreviewed	nitrate reductase (quinone)	taxID:1005994
A0A085FTZ6	unreviewed	nitrate reductase (quinone)	taxID:1502852
A0A085GEK4	unreviewed	nitrate reductase (quinone)	taxID:910964
A0A085GEN4	unreviewed	nitrate reductase (quinone)	taxID:1006004
A0A085J974	unreviewed	nitrate reductase (quinone)	taxID:1005995
A0A085U0H7	unreviewed	nitrate reductase (quinone)	taxID:1317124
A0A085VKQ9	unreviewed	nitrate reductase (quinone)	taxID:317
A0A089I230	unreviewed	nitrate reductase (quinone)	taxID:1536774
A0A089JV73	unreviewed	nitrate reductase (quinone)	taxID:1536771
A0A089KFN0	unreviewed	nitrate reductase (quinone)	taxID:1536772
A0A089M746	unreviewed	nitrate reductase (quinone)	taxID:189425
A0A089M7R3	unreviewed	nitrate reductase (quinone)	taxID:1536773
A0A089NY56	unreviewed	nitrate reductase (quinone)	taxID:693986
A0A089QA23	unreviewed	nitrate reductase (quinone)	taxID:158822
A0A090G743	unreviewed	nitrate reductase (quinone)	taxID:69974
A0A090IZZ8	unreviewed	nitrate reductase (quinone)	taxID:35841
A0A090KNG0	unreviewed	nitrate reductase (quinone)	taxID:35841
A0A090N6L5	unreviewed	nitrate reductase (quinone)	taxID:1035
A0A090NWQ2	unreviewed	nitrate reductase (quinone)	taxID:1401327
A0A090VZ23	unreviewed	nitrate reductase (quinone)	taxID:1115515
A0A090Y4C4	unreviewed	nitrate reductase (quinone)	taxID:44252
A0A090YMF0	unreviewed	nitrate reductase (quinone)	taxID:2338372
A0A090ZK88	unreviewed	nitrate reductase (quinone)	taxID:44252
A0A093SBX9	unreviewed	nitrate reductase (quinone)	taxID:55207
A0A094J9X9	unreviewed	nitrate reductase (quinone)	taxID:1517416
A0A094L7J5	unreviewed	nitrate reductase (quinone)	taxID:435908
A0A094QAT6	unreviewed	nitrate reductase (quinone)	taxID:449393
A0A094QPH9	unreviewed	nitrate reductase (quinone)	taxID:449393
A0A094RZ33	unreviewed	Nitrate reductase alpha subunit	taxID:1504322
A0A095TDV4	unreviewed	nitrate reductase (quinone)	taxID:642227
A0A095UD28	unreviewed	nitrate reductase (quinone)	taxID:1532557
A0A095Z2R1	unreviewed	nitrate reductase (quinone)	taxID:1219581
A0A096AJ78	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:1401067
A0A097IFC4	unreviewed	nitrate reductase (quinone)	taxID:558173
A0A097R4W6	unreviewed	nitrate reductase (quinone)	taxID:1453496
A0A098AXI5	unreviewed	nitrate reductase (quinone)	taxID:49338
A0A098BJ54	unreviewed	Nitrate reductase alpha subunit	taxID:1830
A0A098M5F7	unreviewed	nitrate reductase (quinone)	taxID:268407
A0A098T7W6	unreviewed	nitrate reductase (quinone)	taxID:1547437
A0A098Y5W9	unreviewed	Nitrate reductase alpha subunit	taxID:1522368
A0A099JGC7	unreviewed	nitrate reductase (quinone)	taxID:1001240
A0A099LX36	unreviewed	nitrate reductase (quinone)	taxID:29495
A0A099W0W8	unreviewed	nitrate reductase (quinone)	taxID:1497679
A0A099W7J6	unreviewed	nitrate reductase (quinone)	taxID:1552123
A0A0A0BCK4	unreviewed	Nitrate reductase alpha subunit	taxID:1408250
A0A0A0BSZ5	unreviewed	Nitrate reductase alpha subunit	taxID:947969
A0A0A0DS89	unreviewed	nitrate reductase (quinone)	taxID:1538295
A0A0A0EQ71	unreviewed	nitrate reductase (quinone)	taxID:1122185
A0A0A0ETB4	unreviewed	nitrate reductase (quinone)	taxID:1385517
A0A0A0JF20	unreviewed	nitrate reductase (quinone)	taxID:1385520
A0A0A0JP21	unreviewed	nitrate reductase (quinone)	taxID:1385521
A0A0A0JWI2	unreviewed	nitrate reductase (quinone)	taxID:1385519
A0A0A1A4M1	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0A1A4S9	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0A1D4I7	unreviewed	nitrate reductase (quinone)	taxID:1494608
A0A0A1M6Q2	unreviewed	nitrate reductase (quinone)	taxID:545501
A0A0A1VIK0	unreviewed	nitrate reductase (quinone)	taxID:1268622
A0A0A1WA97	unreviewed	nitrate reductase (quinone)	taxID:1219049
A0A0A3Z2P4	unreviewed	nitrate reductase (quinone)	taxID:371042
A0A0A6PF80	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:1003181
A0A0A6SN47	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0A6XB72	unreviewed	nitrate reductase (quinone)	taxID:1869
A0A0A6XBH1	unreviewed	nitrate reductase (quinone)	taxID:1869
A0A0A6XYQ6	unreviewed	nitrate reductase (quinone)	taxID:363870
A0A0A6YCL2	unreviewed	nitrate reductase (quinone)	taxID:136273
A0A0A6ZR13	unreviewed	nitrate reductase (quinone)	taxID:754093
A0A0A8JG42	unreviewed	nitrate reductase (quinone)	taxID:98228
A0A0A8K226	unreviewed	nitrate reductase (quinone)	taxID:1384459
A0A0B0D753	unreviewed	nitrate reductase (quinone)	taxID:223184
A0A0B0S9G0	unreviewed	nitrate reductase (quinone)	taxID:1577051
A0A0B0VSA4	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0B1K438	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0B1Z5Y9	unreviewed	nitrate reductase (quinone)	taxID:104087
A0A0B2BF42	unreviewed	nitrate reductase (quinone)	taxID:1348852
A0A0B2DBN8	unreviewed	nitrate reductase (quinone)	taxID:706570
A0A0B3C4E7	unreviewed	nitrate reductase (quinone)	taxID:706570
A0A0B3SK58	unreviewed	nitrate reductase (quinone)	taxID:561184
A0A0B5DFS8	unreviewed	Nitrate reductase alpha subunit	taxID:40318
A0A0B5DSV8	unreviewed	Nitrate reductase alpha subunit	taxID:40318
A0A0B5NW06	unreviewed	nitrate reductase (quinone)	taxID:1428
A0A0B6RYH5	unreviewed	nitrate reductase (quinone)	taxID:41899
A0A0B6TSN5	unreviewed	nitrate reductase (quinone)	taxID:1224162
A0A0B7NZS6	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:66712
A0A0B8NAN9	unreviewed	Nitrate reductase alpha subunit	taxID:37332
A0A0B9A7E9	unreviewed	nitrate reductase (quinone)	taxID:1703
A0A0C1EKF5	unreviewed	nitrate reductase (quinone)	taxID:1056807
A0A0C2HJ13	unreviewed	nitrate reductase (quinone)	taxID:45670
A0A0C2W5C6	unreviewed	nitrate reductase (quinone)	taxID:135826
A0A0C3EKF9	unreviewed	nitrate reductase (quinone)	taxID:866350
A0A0C3I3D4	unreviewed	nitrate reductase (quinone)	taxID:1572758
A0A0C3IS80	unreviewed	nitrate reductase (quinone)	taxID:1572758
A0A0C4Y8B8	unreviewed	nitrate reductase (quinone)	taxID:68895
A0A0C4YAA4	unreviewed	nitrate reductase (quinone)	taxID:68895
A0A0C5GJM7	unreviewed	Nitrate reductase alpha subunit	taxID:477245
A0A0C7KMV9	unreviewed	nitrate reductase (quinone)	taxID:573
A0A0D0HL06	unreviewed	nitrate reductase (quinone)	taxID:1542965
A0A0D0P3T3	unreviewed	nitrate reductase (quinone)	taxID:294
A0A0D0RIB6	unreviewed	nitrate reductase (quinone)	taxID:294
A0A0D1ADN7	unreviewed	nitrate reductase (quinone)	taxID:1610703
A0A0D1LL61	unreviewed	Nitrate reductase alpha subunit	taxID:280871
A0A0D5LP35	unreviewed	nitrate reductase (quinone)	taxID:1486262
A0A0D5M3R1	unreviewed	nitrate reductase (quinone)	taxID:1504981
A0A0D6E957	unreviewed	nitrate reductase (quinone)	taxID:1610576
A0A0D6FVV7	unreviewed	nitrate reductase (quinone)	taxID:90371
A0A0D6G2G9	unreviewed	nitrate reductase (quinone)	taxID:90371
A0A0D6GZM2	unreviewed	nitrate reductase (quinone)	taxID:1280
A0A0D6JK72	unreviewed	nitrate reductase (quinone)	taxID:1608628
A0A0D6PIT1	unreviewed	nitrate reductase (quinone)	taxID:1120923
A0A0D6QFL6	unreviewed	nitrate reductase (quinone)	taxID:1300915
A0A0D6XU62	unreviewed	nitrate reductase (quinone)	taxID:569857
A0A0D7E5S1	unreviewed	nitrate reductase (quinone)	taxID:316
A0A0D7KCI9	unreviewed	nitrate reductase (quinone)	taxID:80878
A0A0D7LWW2	unreviewed	nitrate reductase (quinone)	taxID:546
A0A0D7WWY9	unreviewed	nitrate reductase (quinone)	taxID:159743
A0A0D8BRV0	unreviewed	nitrate reductase (quinone)	taxID:1462
A0A0D8CJL3	unreviewed	nitrate reductase (quinone)	taxID:1616823
A0A0D8HXR0	unreviewed	Nitrate reductase alpha subunit	taxID:103808
A0A0D8WDJ6	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0E0TCK3	unreviewed	nitrate reductase (quinone)	taxID:550542
A0A0E0XZB5	unreviewed	nitrate reductase (quinone)	taxID:1133852
A0A0E0Y1J9	unreviewed	nitrate reductase (quinone)	taxID:1133852
A0A0E1W379	unreviewed	nitrate reductase (quinone)	taxID:320371
A0A0E1W9H5	unreviewed	nitrate reductase (quinone)	taxID:320371
A0A0E1X7X8	unreviewed	nitrate reductase (quinone)	taxID:520462
A0A0E1XDR8	unreviewed	nitrate reductase (quinone)	taxID:548470
A0A0E2L634	unreviewed	nitrate reductase (quinone)	taxID:1281200
A0A0E2L6Z2	unreviewed	nitrate reductase (quinone)	taxID:1281200
A0A0E4HC03	unreviewed	nitrate reductase (quinone)	taxID:1073571
A0A0E9ZQQ3	unreviewed	nitrate reductase (quinone)	taxID:1546029
A0A0F0FK43	unreviewed	nitrate reductase (quinone)	taxID:1619952
A0A0F1AR05	unreviewed	nitrate reductase (quinone)	taxID:2071710
A0A0F2NSN0	unreviewed	nitrate reductase (quinone)	taxID:1629721
A0A0F2Q277	unreviewed	nitrate reductase (quinone)	taxID:1629712
A0A0F2QDZ3	unreviewed	nitrate reductase (quinone)	taxID:1629720
A0A0F2QZ37	unreviewed	nitrate reductase (quinone)	taxID:1629708
A0A0F2RFV1	unreviewed	nitrate reductase (quinone)	taxID:1629710
A0A0F3WQK3	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0F4J0C3	unreviewed	nitrate reductase (quinone)	taxID:68223
A0A0F4TGH7	unreviewed	nitrate reductase (quinone)	taxID:294
A0A0F4VEZ3	unreviewed	nitrate reductase (quinone)	taxID:294
A0A0F4XTZ4	unreviewed	nitrate reductase (quinone)	taxID:132476
A0A0F5J6N7	unreviewed	nitrate reductase (quinone)	taxID:1078087
A0A0F5NI02	unreviewed	Nitrate reductase alpha subunit	taxID:244292
A0A0F5W1J2	unreviewed	Nitrate reductase alpha subunit	taxID:1415558
A0A0F6AVE4	unreviewed	nitrate reductase (quinone)	taxID:430066
A0A0F6B1J1	unreviewed	nitrate reductase (quinone)	taxID:588858
A0A0F6B257	unreviewed	nitrate reductase (quinone)	taxID:588858
A0A0F6PL11	unreviewed	nitrate reductase (quinone)	taxID:1526735
A0A0F6QVP9	unreviewed	nitrate reductase (quinone)	taxID:161896
A0A0F6Z5J8	unreviewed	nitrate reductase (quinone)	taxID:92706
A0A0F7HHP6	unreviewed	nitrate reductase (quinone)	taxID:407035
A0A0F7HI85	unreviewed	nitrate reductase (quinone)	taxID:407035
A0A0F7JZ97	unreviewed	nitrate reductase (quinone)	taxID:1543721
A0A0F7NIK4	unreviewed	Nitrate reductase alpha subunit	taxID:444103
A0A0F7PJ30	unreviewed	nitrate reductase (quinone)	taxID:1620421
A0A0F7VMS4	unreviewed	Nitrate reductase alpha subunit	taxID:1437453
A0A0F9PE74	unreviewed	nitrate reductase (quinone)	taxID:412755
A0A0F9VHW9	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:412755
A0A0F9VPW4	unreviewed	nitrate reductase (quinone)	taxID:412755
A0A0G1NGV5	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:1619069
A0A0G3EXN5	unreviewed	nitrate reductase (quinone)	taxID:445709
A0A0G3GH84	unreviewed	nitrate reductase (quinone)	taxID:587753
A0A0G3H503	unreviewed	nitrate reductase (quinone)	taxID:136857
A0A0G3HC53	unreviewed	nitrate reductase (quinone)	taxID:1072256
A0A0G4Q8U9	unreviewed	nitrate reductase (quinone)	taxID:102862
A0A0G8FAV1	unreviewed	nitrate reductase (quinone)	taxID:1396
A0A0H0RAF6	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0H0RGI8	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0H2KIP6	unreviewed	nitrate reductase (quinone)	taxID:264251
A0A0H2LSH3	unreviewed	nitrate reductase (quinone)	taxID:34073
A0A0H2UYV7	unreviewed	nitrate reductase (quinone)	taxID:623
A0A0H2V839	unreviewed	nitrate reductase (quinone)	taxID:199310
A0A0H2V8K3	unreviewed	nitrate reductase (quinone)	taxID:199310
A0A0H2VHP1	unreviewed	nitrate reductase (quinone)	taxID:176280
A0A0H2WH95	unreviewed	nitrate reductase (quinone)	taxID:243160
A0A0H2WPM1	unreviewed	nitrate reductase (quinone)	taxID:295319
A0A0H2WPQ7	unreviewed	nitrate reductase (quinone)	taxID:295319
A0A0H2WWY0	unreviewed	nitrate reductase (quinone)	taxID:93062
A0A0H2XEE7	unreviewed	nitrate reductase (quinone)	taxID:367830
A0A0H2YY47	unreviewed	nitrate reductase (quinone)	taxID:405955
A0A0H2YZI7	unreviewed	nitrate reductase (quinone)	taxID:405955
A0A0H2ZFJ3	unreviewed	nitrate reductase (quinone)	taxID:208963
A0A0H2ZSI1	unreviewed	Nitrate reductase alpha subunit	taxID:243243
A0A0H3AUX8	unreviewed	nitrate reductase (quinone)	taxID:444178
A0A0H3BRF7	unreviewed	nitrate reductase (quinone)	taxID:423368
A0A0H3BUK4	unreviewed	nitrate reductase (quinone)	taxID:423368
A0A0H3CHR0	unreviewed	nitrate reductase (quinone)	taxID:716541
A0A0H3CJV7	unreviewed	nitrate reductase (quinone)	taxID:716541
A0A0H3DQN1	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:718251
A0A0H3EI35	unreviewed	nitrate reductase (quinone)	taxID:685038
A0A0H3EIW9	unreviewed	nitrate reductase (quinone)	taxID:685038
A0A0H3EZ60	unreviewed	nitrate reductase (quinone)	taxID:566546
A0A0H3FAX2	unreviewed	nitrate reductase (quinone)	taxID:2703885
A0A0H3FZH8	unreviewed	nitrate reductase (quinone)	taxID:1028307
A0A0H3G145	unreviewed	nitrate reductase (quinone)	taxID:1028307
A0A0H3G6Q9	unreviewed	nitrate reductase (quinone)	taxID:204722
A0A0H3GQD5	unreviewed	nitrate reductase (quinone)	taxID:1125630
A0A0H3GUA4	unreviewed	nitrate reductase (quinone)	taxID:1125630
A0A0H3HCZ8	unreviewed	nitrate reductase (quinone)	taxID:1006551
A0A0H3HGR5	unreviewed	nitrate reductase (quinone)	taxID:1006551
A0A0H3HGY9	unreviewed	nitrate reductase (quinone)	taxID:884204
A0A0H3HXE3	unreviewed	nitrate reductase (quinone)	taxID:884204
A0A0H3I3M3	unreviewed	nitrate reductase (quinone)	taxID:1905730
A0A0H3JX43	unreviewed	nitrate reductase (quinone)	taxID:158878
A0A0H3KIK4	unreviewed	nitrate reductase (quinone)	taxID:426430
A0A0H3KW48	unreviewed	nitrate reductase (quinone)	taxID:395019
A0A0H3M9P5	unreviewed	Nitrate reductase alpha subunit	taxID:410289
A0A0H3MH56	unreviewed	nitrate reductase (quinone)	taxID:585057
A0A0H3ML40	unreviewed	nitrate reductase (quinone)	taxID:585057
A0A0H3NBQ5	unreviewed	nitrate reductase (quinone)	taxID:216597
A0A0H3NC01	unreviewed	nitrate reductase (quinone)	taxID:216597
A0A0H3PNL5	unreviewed	nitrate reductase (quinone)	taxID:478008
A0A0H3PPW8	unreviewed	nitrate reductase (quinone)	taxID:478008
A0A0H4I712	unreviewed	nitrate reductase (quinone)	taxID:330734
A0A0H4QMA0	unreviewed	nitrate reductase (quinone)	taxID:1007676
A0A0H5AH85	unreviewed	nitrate reductase (quinone)	taxID:200450
A0A0H5P6E4	unreviewed	nitrate reductase (quinone)	taxID:37329
A0A0H5RXF4	unreviewed	Nitrate reductase alpha subunit	taxID:146018
A0A0H5SC49	unreviewed	Nitrate reductase alpha subunit	taxID:146018
A0A0H8C4P6	unreviewed	nitrate reductase (quinone)	taxID:624
A0A0I0FF75	unreviewed	nitrate reductase (quinone)	taxID:624
A0A0I9SHQ7	unreviewed	nitrate reductase (quinone)	taxID:1619235
A0A0I9VH49	unreviewed	Nitrate reductase alpha subunit	taxID:29311
A0A0J0UMB5	unreviewed	nitrate reductase (quinone)	taxID:680496
A0A0J0YT99	unreviewed	nitrate reductase (quinone)	taxID:1470200
A0A0J1FN44	unreviewed	nitrate reductase (quinone)	taxID:476652
A0A0J1I134	unreviewed	nitrate reductase (quinone)	taxID:1392
A0A0J1LFB3	unreviewed	nitrate reductase (quinone)	taxID:1397
A0A0J1LWZ6	unreviewed	nitrate reductase (quinone)	taxID:1686381
A0A0J1LXJ5	unreviewed	nitrate reductase (quinone)	taxID:1686381
A0A0J1R6P4	unreviewed	nitrate reductase (quinone)	taxID:1686382
A0A0J2BIL7	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0J2C1J8	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0J2EMJ8	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0J2HN41	unreviewed	nitrate reductase (quinone)	taxID:1134687
A0A0J2J9N9	unreviewed	nitrate reductase (quinone)	taxID:573
A0A0J5LXM1	unreviewed	nitrate reductase (quinone)	taxID:61647
A0A0J5M497	unreviewed	nitrate reductase (quinone)	taxID:61647
A0A0J5WCI9	unreviewed	nitrate reductase (quinone)	taxID:292
A0A0J6HBS5	unreviewed	nitrate reductase (quinone)	taxID:1664069
A0A0J6HM21	unreviewed	nitrate reductase (quinone)	taxID:163011
A0A0J6K9C2	unreviewed	nitrate reductase (quinone)	taxID:1628193
A0A0J6L7U7	unreviewed	nitrate reductase (quinone)	taxID:1628206
A0A0J6NS99	unreviewed	nitrate reductase (quinone)	taxID:1628212
A0A0J6WMM7	unreviewed	Nitrate reductase alpha subunit	taxID:1800
A0A0J7JDG4	unreviewed	nitrate reductase (quinone)	taxID:1658765
A0A0J7ZNS5	unreviewed	Nitrate reductase alpha subunit	taxID:1938
A0A0J8GFC6	unreviewed	nitrate reductase (quinone)	taxID:1430899
A0A0J8IM72	unreviewed	nitrate reductase (quinone)	taxID:1674920
A0A0J8U666	unreviewed	Nitrate reductase alpha subunit	taxID:451644
A0A0J8UDK2	unreviewed	Nitrate reductase alpha subunit	taxID:451644
A0A0J8VGP0	unreviewed	nitrate reductase (quinone)	taxID:435910
A0A0K0G7L7	unreviewed	nitrate reductase (quinone)	taxID:1637974
A0A0K0G808	unreviewed	nitrate reductase (quinone)	taxID:1637974
A0A0K0HAI1	unreviewed	nitrate reductase (quinone)	taxID:218493
A0A0K0HB41	unreviewed	nitrate reductase (quinone)	taxID:218493
A0A0K0X6C1	unreviewed	Nitrate reductase alpha subunit	taxID:134601
A0A0K1F9E6	unreviewed	nitrate reductase (quinone)	taxID:1658671
A0A0K1FHH2	unreviewed	nitrate reductase (quinone)	taxID:712538
A0A0K1JTV6	unreviewed	nitrate reductase (quinone)	taxID:1678028
A0A0K1QSW0	unreviewed	nitrate reductase (quinone)	taxID:1221522
A0A0K1UFP8	unreviewed	nitrate reductase (quinone)	taxID:1671721
A0A0K2B1M3	unreviewed	Nitrate reductase alpha subunit	taxID:278992
A0A0K2RZZ5	unreviewed	nitrate reductase (quinone)	taxID:43675
A0A0K2YDN8	unreviewed	Nitrate reductase alpha subunit	taxID:260936
A0A0K2YNV0	unreviewed	Nitrate reductase alpha subunit	taxID:260936
A0A0K3BHH5	unreviewed	Nitrate reductase alpha subunit	taxID:703222
A0A0K4FMC7	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0K6GV41	unreviewed	nitrate reductase (quinone)	taxID:375574
A0A0K6I8G5	unreviewed	nitrate reductase (quinone)	taxID:339866
A0A0K6ISK0	unreviewed	nitrate reductase (quinone)	taxID:876478
A0A0K8QQ74	unreviewed	nitrate reductase (quinone)	taxID:1475481
A0A0K9HXQ9	unreviewed	nitrate reductase (quinone)	taxID:1422
A0A0L0AP31	unreviewed	nitrate reductase (quinone)	taxID:1681196
A0A0L0GPV2	unreviewed	4Fe-4S Mo/W bis-MGD-type domain-containing protein	taxID:379893
A0A0L0GQE1	unreviewed	nitrate reductase (quinone)	taxID:379893
A0A0L0GVQ1	unreviewed	Nitrate reductase	taxID:379893
A0A0L0QVW5	unreviewed	nitrate reductase (quinone)	taxID:1473
A0A0L1MIR9	unreviewed	nitrate reductase (quinone)	taxID:317
A0A0L6XVE4	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0L7AAI0	unreviewed	nitrate reductase (quinone)	taxID:562
A0A0L7T8A2	unreviewed	nitrate reductase (quinone)	taxID:1560201
A0A0L7TGI5	unreviewed	nitrate reductase (quinone)	taxID:1560201
A0A0L8ACC8	unreviewed	nitrate reductase (quinone)	taxID:1167641
A0A0M0F620	unreviewed	nitrate reductase (quinone)	taxID:1350482
A0A0M0KE22	unreviewed	nitrate reductase (quinone)	taxID:86665
A0A0M0QSN4	unreviewed	nitrate reductase (quinone)	taxID:28901
A0A0M1P4Y3	unreviewed	nitrate reductase (quinone)	taxID:1705565
A0A0M2EZM9	unreviewed	nitrate reductase (quinone)	taxID:180957
A0A0M2GWU7	unreviewed	Nitrate reductase alpha subunit	taxID:69369
A0A0M2H974	unreviewed	nitrate reductase (quinone)	taxID:69370
A0A0M2LYM3	unreviewed	nitrate reductase (quinone)	taxID:1642949
A0A0M2S852	unreviewed	Nitrate reductase alpha subunit	taxID:1538294
A0A0M2SGN3	unreviewed	nitrate reductase (quinone)	taxID:1432562
A0A0M2SID5	unreviewed	nitrate reductase (quinone)	taxID:1432562
A0A0M2VCA8	unreviewed	nitrate reductase (quinone)	taxID:336831
A0A0M2VGV2	unreviewed	nitrate reductase (quinone)	taxID:1632859
A0A0M2WJM0	unreviewed	nitrate reductase (quinone)	taxID:1649647
A0A0M3TUH3	unreviewed	nitrate reductase (quinone)	taxID:1705394
A0A0M4MR84	unreviewed	nitrate reductase (quinone)	taxID:361183
A0A0M4QRE2	unreviewed	nitrate reductase (quinone)	taxID:656366
A0A0M6XW73	unreviewed	nitrate reductase (quinone)	taxID:282197
A0A0M7BNY0	unreviewed	nitrate reductase (quinone)	taxID:550
